name = 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC
tstamp = 1636618671.0
backend_name = memory
id = 9
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and 'selector' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]'
N_header_lines = 9

time/s,	raw potential / [V],	raw current / [mA],	selector,	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$]
8857.443238973618,	1.0570501,	-0.0002704653067742875,	13,	1.0570501,	-0.0013799250345626914,	
8858.242838859558,	1.0530598,	-0.0002775655546400891,	13,	1.0530598,	-0.0014161507889800464,	
8859.042438745499,	1.0490706,	-0.0002850887208413365,	13,	1.0490706,	-0.0014545342900068189,	
8859.842038869858,	1.0450809,	-0.0002922373026565386,	13,	1.0450809,	-0.0014910066462068296,	
8860.641638755798,	1.0410641,	-0.0003003866798397033,	13,	1.0410641,	-0.001532585101222976,	
8861.441238880157,	1.0370674,	-0.0003090547750652156,	13,	1.0370674,	-0.0015768100768633448,	
8862.240838766098,	1.0330647,	-0.0003177035802685779,	13,	1.0330647,	-0.0016209366340233565,	
8863.040438890457,	1.0290632,	-0.0003265435414072752,	13,	1.0290632,	-0.0016660384765677305,	
8863.840038776398,	1.0250753,	-0.0003353914138795547,	13,	1.0250753,	-0.0017111806830589524,	
8864.639638900757,	1.021071,	-0.0003452805571430746,	13,	1.021071,	-0.0017616354956279316,	
8865.439238786697,	1.0170707,	-0.0003549896306249034,	13,	1.0170707,	-0.0018111715848209357,	
8866.238838672638,	1.0130719,	-0.0003654749612821179,	13,	1.0130719,	-0.001864668169806724,	
8867.038538694382,	1.0090736,	-0.0003762658869987771,	13,	1.0090736,	-0.0019197239132590666,	
8867.83813881874,	1.0050727,	-0.0003869377834587794,	13,	1.0050727,	-0.0019741723645856093,	
8868.637738704681,	1.0010861,	-0.0003984800510941824,	13,	1.0010861,	-0.0020330614851744,	
8869.437438726425,	0.99708182,	-0.0004110324972040626,	13,	0.99708182,	-0.002097104577571748,	
8870.237038612366,	0.99308717,	-0.0004233114267035223,	13,	0.99308717,	-0.002159752177058787,	
8871.036638736725,	0.98907685,	-0.000436421874546301,	13,	0.98907685,	-0.0022266422170729642,	
8871.836238622665,	0.98507154,	-0.0004502349202808993,	13,	0.98507154,	-0.00229711694020867,	
8872.635838747025,	0.98106837,	-0.0004641660190686209,	13,	0.98106837,	-0.0023681939748399026,	
8873.435438632965,	0.97708511,	-0.0004791118822824274,	13,	0.97708511,	-0.0024444483789919764,	
8874.235038757324,	0.97309381,	-0.0004942494085597039,	13,	0.97309381,	-0.002521680655916856,	
8875.034638643265,	0.96911162,	-0.0005096460942075999,	13,	0.96911162,	-0.002600235174528571,	
8875.834238767624,	0.96510518,	-0.0005265810268608026,	13,	0.96510518,	-0.0026866378921469518,	
8876.633838653564,	0.96112752,	-0.0005440042042883062,	13,	0.96112752,	-0.002775531654532174,	
8877.433438539505,	0.95711571,	-0.0005627215740639238,	13,	0.95711571,	-0.0028710284391016516,	
8878.233038663864,	0.95311517,	-0.0005816593068330989,	13,	0.95311517,	-0.0029676495246586674,	
8879.032638549805,	0.94912732,	-0.0006011849710993887,	13,	0.94912732,	-0.0030672702607111666,	
8879.832238674164,	0.94511771,	-0.0006226878696603986,	13,	0.94511771,	-0.0031769789268387685,	
8880.631838560104,	0.94112301,	-0.0006441316731269995,	13,	0.94112301,	-0.0032863860873826502,	
8881.431438684464,	0.93712562,	-0.0006670312227065401,	13,	0.93712562,	-0.0034032205240129595,	
8882.231038570404,	0.93312281,	-0.0006912284198224272,	13,	0.93312281,	-0.003526675611338914,	
8883.030738592148,	0.92912328,	-0.0007163720480684341,	13,	0.92912328,	-0.003654959428920582,	
8883.830338478088,	0.92511725,	-0.0007425463077059789,	13,	0.92511725,	-0.003788501569928464,	
8884.630038499832,	0.92112994,	-0.0007707193846967671,	13,	0.92112994,	-0.003932241758656974,	
8885.429638624191,	0.91713148,	-0.0007989566433648301,	13,	0.91713148,	-0.004076309404922603,	
8886.229238510132,	0.91314632,	-0.0008303668269510449,	13,	0.91314632,	-0.00423656544362778,	
8887.028838634491,	0.90915024,	-0.0008634718680711802,	13,	0.90915024,	-0.004405468714648878,	
8887.828438520432,	0.90514064,	-0.0008995793058240711,	13,	0.90514064,	-0.004589690335837097,	
8888.628038406372,	0.90114778,	-0.0009360912031501981,	13,	0.90114778,	-0.004775975526276521,	
8889.427638530731,	0.89716136,	-0.0009756058323931623,	13,	0.89716136,	-0.004977580777516134,	
8890.227238416672,	0.89317435,	-0.001017951975773005,	13,	0.89317435,	-0.0051936325294541065,	
8891.02683854103,	0.88918251,	-0.001062881061657609,	13,	0.88918251,	-0.005422862559477597,	
8891.826438426971,	0.8851772,	-0.001110939163507652,	13,	0.8851772,	-0.005668056956671694,	
8892.62603855133,	0.88119173,	-0.001163694670251451,	13,	0.88119173,	-0.005937217705364545,	
8893.425638437271,	0.8771745,	-0.001219320809301466,	13,	0.8771745,	-0.0062210245372523775,	
8894.225238323212,	0.87316096,	-0.001280098567203697,	13,	0.87316096,	-0.0065311151387943715,	
8895.02483844757,	0.86917472,	-0.001344021475220947,	13,	0.86917472,	-0.006857252424596668,	
8895.824438333511,	0.86518186,	-0.001412834574843813,	13,	0.86518186,	-0.007208339667570474,	
8896.62403845787,	0.86119032,	-0.001487955964218544,	13,	0.86119032,	-0.00759161206233951,	
8897.423638343811,	0.85718203,	-0.00157081506349846,	13,	0.85718203,	-0.008014362568869695,	
8898.22323846817,	0.85317653,	-0.001660499158078836,	13,	0.85317653,	-0.00847193447999406,	
8899.022938489914,	0.84918207,	-0.00175699372409829,	13,	0.84918207,	-0.00896425369437903,	
8899.822538375854,	0.84519392,	-0.001862506081377117,	13,	0.84519392,	-0.009502582047842434,	
8900.622138261795,	0.84120685,	-0.001977652731634492,	13,	0.84120685,	-0.010090064957318836,	
8901.421838283539,	0.83719015,	-0.00210351543626163,	13,	0.83719015,	-0.010732221613579744,	
8902.221438407898,	0.8331939,	-0.002240358571814857,	13,	0.8331939,	-0.011430400876606414,	
8903.021038293839,	0.82919306,	-0.002391171391463326,	13,	0.82919306,	-0.012199854038078193,	
8903.820638418198,	0.82519573,	-0.002553042734964842,	13,	0.82519573,	-0.01302572823961654,	
8904.620238304138,	0.82119131,	-0.002728991142007725,	13,	0.82119131,	-0.013923424193916964,	
8905.419838190079,	0.81718564,	-0.002920328046906062,	13,	0.81718564,	-0.014899632892377867,	
8906.219438314438,	0.81319702,	-0.003125455222136819,	13,	0.81319702,	-0.015946200112942954,	
8907.019038200378,	0.80918384,	-0.00334467321524546,	13,	0.80918384,	-0.01706465926145643,	
8907.818638324738,	0.80519676,	-0.00357465063373779,	13,	0.80519676,	-0.018238013437437705,	
8908.618238210678,	0.80118108,	-0.003815282000855062,	13,	0.80118108,	-0.019465724494158478,	
8909.417838335037,	0.79718268,	-0.004060230087688063,	13,	0.79718268,	-0.020715459631061545,	
8910.217438220978,	0.79318523,	-0.004307158829122193,	13,	0.79318523,	-0.021975300148582615,	
8911.017038345337,	0.78918695,	-0.004546094838798406,	13,	0.78918695,	-0.023194361422440846,	
8911.816638231277,	0.78519058,	-0.004771954061601802,	13,	0.78519058,	-0.02434670439592756,	
8912.616238117218,	0.78120261,	-0.004975526687848141,	13,	0.78120261,	-0.02538534024412317,	
8913.415838241577,	0.77719539,	-0.005149932214638428,	13,	0.77719539,	-0.02627516436040014,	
8914.215438127518,	0.77320385,	-0.005281890965896791,	13,	0.77320385,	-0.026948423295391793,	
8915.015138149261,	0.76918828,	-0.005365359518999399,	13,	0.76918828,	-0.027374283260201016,	
8915.81473827362,	0.76520729,	-0.005390544728060651,	13,	0.76520729,	-0.02750277922479924,	
8916.614338159561,	0.76121479,	-0.005358534271062879,	13,	0.76121479,	-0.02733946056664734,	
8917.414038181305,	0.75720847,	-0.005271423356690785,	13,	0.75720847,	-0.026895017125973395,	
8918.213638067245,	0.75320858,	-0.005127435612136522,	13,	0.75320858,	-0.026160385776206743,	
8919.013238191605,	0.74921554,	-0.004935259985794381,	13,	0.74921554,	-0.025179897886706024,	
8919.812838077545,	0.74521297,	-0.004702902416850683,	13,	0.74521297,	-0.02399440008597287,	
8920.612438201904,	0.74121326,	-0.004440954872234257,	13,	0.74121326,	-0.02265793302160335,	
8921.412038087845,	0.73722851,	-0.004160877737345293,	13,	0.73722851,	-0.021228968047680066,	
8922.211638212204,	0.73321348,	-0.003871624458858136,	13,	0.73321348,	-0.019753186014582327,	
8923.011238098145,	0.729231,	-0.003581736796832297,	13,	0.729231,	-0.018274167330777025,	
8923.810837984085,	0.7252233,	-0.003300071148166689,	13,	0.7252233,	-0.016837097694728003,	
8924.610438108444,	0.72123134,	-0.003031303777157622,	13,	0.72123134,	-0.015465835597742969,	
8925.410037994385,	0.71722841,	-0.00277883294925,	13,	0.71722841,	-0.01417771912882653,	
8926.209638118744,	0.71323276,	-0.002543772273412841,	13,	0.71323276,	-0.012978429966392046,	
8927.009238004684,	0.70924038,	-0.002329243577274413,	13,	0.70924038,	-0.011883895802420474,	
8927.808838129044,	0.70525187,	-0.002133581138938197,	13,	0.70525187,	-0.010885618055807128,	
8928.608438014984,	0.7012459,	-0.001957611470799044,	13,	0.7012459,	-0.009987813626525734,	
8929.408037900925,	0.69724143,	-0.001799238554285189,	13,	0.69724143,	-0.009179788542271371,	
8930.207638025284,	0.6932587,	-0.001657116768286976,	13,	0.6932587,	-0.008454677389219265,	
8931.007338047028,	0.68926013,	-0.001530734409105068,	13,	0.68926013,	-0.00780986943420953,	
8931.806937932968,	0.68525791,	-0.001416843263300389,	13,	0.68525791,	-0.007228792159695862,	
8932.606538057327,	0.68125123,	-0.001316552718359565,	13,	0.68125123,	-0.006717105705916149,	
8933.406237840652,	0.67724365,	-0.001226783627267944,	13,	0.67724365,	-0.006259100139122163,	
8934.205837965012,	0.67324561,	-0.001146093599648308,	13,	0.67324561,	-0.005847416324736265,	
8935.005437850952,	0.66924953,	-0.001074509821440424,	13,	0.66924953,	-0.005482192966532775,	
8935.805037975311,	0.66526526,	-0.001010149277814929,	13,	0.66526526,	-0.0051538228459945355,	
8936.604637861252,	0.66129029,	-0.0009520949729755349,	13,	0.66129029,	-0.004857627413140484,	
8937.404237985611,	0.65728676,	-0.0009008927478318957,	13,	0.65728676,	-0.004596391570570896,	
8938.203837871552,	0.65329617,	-0.0008545853561361533,	13,	0.65329617,	-0.004360129368041598,	
8939.00343799591,	0.64929414,	-0.000812596099004274,	13,	0.64929414,	-0.004145898464307521,	
8939.803037881851,	0.64529085,	-0.000774529748637091,	13,	0.64529085,	-0.003951682391005566,	
8940.602637767792,	0.64129847,	-0.0007400183867988124,	13,	0.64129847,	-0.0037756040142796553,	
8941.40223789215,	0.63731283,	-0.0007086724700135875,	13,	0.63731283,	-0.003615675867416263,	
8942.201837778091,	0.63330811,	-0.0006800405470977454,	13,	0.63330811,	-0.003469594628049721,	
8943.00143790245,	0.62930781,	-0.0006537031105582347,	13,	0.62930781,	-0.003335219951827728,	
8943.801037788391,	0.62530953,	-0.0006298067620821839,	13,	0.62530953,	-0.0032132998065417546,	
8944.60063791275,	0.62131822,	-0.0006071664454980986,	13,	0.62131822,	-0.003097787987235197,	
8945.40023779869,	0.61730212,	-0.0005865078990428061,	13,	0.61730212,	-0.002992387240014317,	
8946.19983792305,	0.61330044,	-0.0005675752843372454,	13,	0.61330044,	-0.002895792267026762,	
8946.99943780899,	0.60929215,	-0.0005497739003638043,	13,	0.60929215,	-0.0028049688794071644,	
8947.799137830734,	0.60530478,	-0.0005334868504383826,	13,	0.60530478,	-0.002721871685910115,	
8948.598737716675,	0.60130757,	-0.0005177392559398888,	13,	0.60130757,	-0.0026415268160198406,	
8949.398337841034,	0.59731311,	-0.0005033276855680412,	13,	0.59731311,	-0.002567998395755312,	
8950.198037862778,	0.5932849,	-0.0004899055802084018,	13,	0.5932849,	-0.002499518266369397,	
8950.997637748718,	0.58929437,	-0.000477088085509799,	13,	0.58929437,	-0.0024341228852540766,	
8951.797237634659,	0.58530265,	-0.0004652626109158189,	13,	0.58530265,	-0.0023737888312031575,	
8952.596837759018,	0.58129555,	-0.0004537856250443366,	13,	0.58129555,	-0.002315232780838452,	
8953.396437644958,	0.57730454,	-0.0004430357621545405,	13,	0.57730454,	-0.0022603865416047984,	
8954.196037769318,	0.57332671,	-0.0004330882695645303,	13,	0.57332671,	-0.002209634028390461,	
8954.995637655258,	0.56932819,	-0.0004234622182475542,	13,	0.56932819,	-0.002160521521671195,	
8955.795237779617,	0.56532723,	-0.0004143449601374527,	13,	0.56532723,	-0.002114004898660473,	
8956.594837665558,	0.56134695,	-0.0004057147698214459,	13,	0.56134695,	-0.00206997331541554,	
8957.394437551498,	0.55734199,	-0.0003975155611517503,	13,	0.55734199,	-0.002028140618121175,	
8958.194037675858,	0.5533343,	-0.0003899103771321738,	13,	0.5533343,	-0.0019893386588376214,	
8958.993637561798,	0.54934388,	-0.0003825008334680646,	13,	0.54934388,	-0.0019515348646329826,	
8959.793237686157,	0.54534703,	-0.0003753625565878996,	13,	0.54534703,	-0.0019151150846321407,	
8960.592837572098,	0.5413475,	-0.0003685416713931329,	13,	0.5413475,	-0.0018803146499649637,	
8961.392437696457,	0.5373469,	-0.0003620297485149148,	13,	0.5373469,	-0.0018470905536475245,	
8962.192037582397,	0.53335071,	-0.0003551323539604822,	13,	0.53335071,	-0.001811899765104501,	
8962.991637706757,	0.52936071,	-0.0003490668173605068,	13,	0.52936071,	-0.001780953149798504,	
8963.791337490082,	0.5253458,	-0.0003432486765623235,	13,	0.5253458,	-0.0017512687579710382,	
8964.590937614441,	0.52134746,	-0.0003377189712624662,	13,	0.52134746,	-0.0017230559758289092,	
8965.390537500381,	0.51733506,	-0.0003320772600748259,	13,	0.51733506,	-0.0016942717350756423,	
8966.190237522125,	0.51334351,	-0.0003271001773139624,	13,	0.51334351,	-0.0016688784556834816,	
8966.989837646484,	0.50934076,	-0.0003218251824674819,	13,	0.50934076,	-0.001641965216670826,	
8967.789437532425,	0.50537306,	-0.0003167985048137707,	13,	0.50537306,	-0.0016163189021110751,	
8968.589037418365,	0.50135911,	-0.0003123868905271047,	13,	0.50135911,	-0.0015938106659546156,	
8969.388637542725,	0.49736023,	-0.0003084258013103681,	13,	0.49736023,	-0.0015736010270937146,	
8970.188237428665,	0.4933697,	-0.000303877307656368,	13,	0.4933697,	-0.0015503944268182041,	
8970.987837553024,	0.48937526,	-0.0003000813928241805,	13,	0.48937526,	-0.0015310275144090842,	
8971.787437438965,	0.48536921,	-0.0002961653440455448,	13,	0.48536921,	-0.001511047673701759,	
8972.587037563324,	0.48138025,	-0.0002924369562418844,	13,	0.48138025,	-0.0014920252869483899,	
8973.386637449265,	0.47737333,	-0.0002892176551071582,	13,	0.47737333,	-0.0014756002811589705,	
8974.186237573624,	0.47336602,	-0.0002861727927175916,	13,	0.47336602,	-0.0014600652689673041,	
8974.985837459564,	0.46936998,	-0.0002829785505110529,	13,	0.46936998,	-0.0014437681148523106,	
8975.785437345505,	0.46539348,	-0.0002806758205255344,	13,	0.46539348,	-0.0014320194924772162,	
8976.585037469864,	0.46137786,	-0.0002781709466267762,	13,	0.46137786,	-0.001419239523606001,	
8977.384637355804,	0.45740244,	-0.0002756098356087419,	13,	0.45740244,	-0.0014061726306568462,	
8978.184237480164,	0.45341551,	-0.000274124494009514,	13,	0.45341551,	-0.001398594357191398,	
8978.983837366104,	0.44941148,	-0.0002725720644607826,	13,	0.44941148,	-0.0013906737982692988,	
8979.783437490463,	0.44540116,	-0.0002713267801379943,	13,	0.44540116,	-0.0013843203068265016,	
8980.583137273788,	0.44141179,	-0.0002701571744800207,	13,	0.44141179,	-0.0013783529310205137,	
8981.382737398148,	0.43741113,	-0.0002695164325010441,	13,	0.43741113,	-0.0013750838392910414,	
8982.182337284088,	0.43340343,	-0.000269270446295315,	13,	0.43340343,	-0.0013738288076291581,	
8982.982037305832,	0.42939973,	-0.0002689270110040626,	13,	0.42939973,	-0.0013720765867554214,	
8983.781637430191,	0.42542452,	-0.0002693815017638344,	13,	0.42542452,	-0.0013743954171624203,	
8984.581237316132,	0.42143345,	-0.0002696157612601093,	13,	0.42143345,	-0.001375590618674027,	
8985.38083744049,	0.41741771,	-0.0002706051957172733,	13,	0.41741771,	-0.0013806387536595577,	
8986.180437326431,	0.41342637,	-0.0002719515966537007,	13,	0.41342637,	-0.0013875081461923505,	
8986.980037212372,	0.40942043,	-0.0002737166899736171,	13,	0.40942043,	-0.0013965137243551892,	
8987.779637336731,	0.40540567,	-0.0002751592015765997,	13,	0.40540567,	-0.001403873477431631,	
8988.579237222672,	0.4014132,	-0.0002777148404857566,	13,	0.4014132,	-0.0014169124514579418,	
8989.37883734703,	0.39740095,	-0.0002804434096290265,	13,	0.39740095,	-0.001430833722597074,	
8990.178437232971,	0.39339808,	-0.0002837521113991407,	13,	0.39339808,	-0.0014477148540772483,	
8990.97803735733,	0.38941285,	-0.0002875224767958243,	13,	0.38941285,	-0.0014669514122235933,	
8991.77763724327,	0.3853943,	-0.0002918390606337948,	13,	0.3853943,	-0.0014889747991520142,	
8992.577237129211,	0.38140613,	-0.000297227611964345,	13,	0.38140613,	-0.001516467407981352,	
8993.37683725357,	0.37739789,	-0.0003025626262717438,	13,	0.37739789,	-0.0015436868687333867,	
8994.176437139511,	0.37340581,	-0.0003090890180594513,	13,	0.37340581,	-0.0015769847860176087,	
8994.97603726387,	0.36941555,	-0.0003163827609068694,	13,	0.36941555,	-0.0016141977597289253,	
8995.77563714981,	0.36542341,	-0.0003237276019551214,	13,	0.36542341,	-0.0016516714385465376,	
8996.575337171555,	0.36141679,	-0.0003325575996685965,	13,	0.36141679,	-0.0016967224472887576,	
8997.374937295914,	0.35743082,	-0.0003415357049666983,	13,	0.35743082,	-0.0017425291069729505,	
8998.174537181854,	0.35345978,	-0.0003521855949795954,	13,	0.35345978,	-0.0017968652805081399,	
8998.974237203598,	0.34947857,	-0.0003642705689425405,	13,	0.34947857,	-0.001858523310931329,	
8999.773837089539,	0.34548736,	-0.0003773737883758241,	13,	0.34548736,	-0.001925376471305225,	
9000.573437213898,	0.34149411,	-0.0003914919379449473,	13,	0.34149411,	-0.001997407846657894,	
9001.373037099838,	0.33749533,	-0.0004068845772848047,	13,	0.33749533,	-0.00207594172084084,	
9002.172637224197,	0.33349431,	-0.0004238636508666371,	13,	0.33349431,	-0.0021625696472787606,	
9002.972237110138,	0.32950518,	-0.0004435454452989514,	13,	0.32950518,	-0.0022629869658109766,	
9003.771836996078,	0.32548988,	-0.000465533105018779,	13,	0.32548988,	-0.0023751689031570357,	
9004.571437120438,	0.32148737,	-0.0004890407351161793,	13,	0.32148737,	-0.002495105791409078,	
9005.371037006378,	0.3174729,	-0.0005179910242877023,	13,	0.3174729,	-0.002642811348406644,	
9006.170637130737,	0.31346995,	-0.0005488720456026891,	13,	0.31346995,	-0.0028003675796055565,	
9006.970237016678,	0.30945307,	-0.0005850147723502463,	13,	0.30945307,	-0.00298476924668493,	
9007.769837141037,	0.30545253,	-0.0006261649357213652,	13,	0.30545253,	-0.0031947190598028835,	
9008.569437026978,	0.30145481,	-0.0006757800275644793,	13,	0.30145481,	-0.0034478572834922413,	
9009.369037151337,	0.29744506,	-0.000735482869507479,	13,	0.29744506,	-0.0037524636199361174,	
9010.168637037277,	0.29344314,	-0.0008058920293290278,	13,	0.29344314,	-0.004111694027188917,	
9010.968236923218,	0.28944653,	-0.0008893084313249307,	13,	0.28944653,	-0.004537287914923116,	
9011.767837047577,	0.28543445,	-0.000978518057991231,	13,	0.28543445,	-0.0049924390713838316,	
9012.567436933517,	0.28142533,	-0.001077535099860736,	13,	0.28142533,	-0.0054976280605139585,	
9013.367136955261,	0.27741253,	-0.001173970722782719,	13,	0.27741253,	-0.0059896465448097905,	
9014.16673707962,	0.27343425,	-0.001262721825003102,	13,	0.27343425,	-0.0064424582908321525,	
9014.966336965561,	0.26943043,	-0.001336573820141716,	13,	0.26943043,	-0.00681925418439651,	
9015.766036987305,	0.26543295,	-0.001379799686966732,	13,	0.26543295,	-0.007039794321258836,	
9016.565636873245,	0.26143721,	-0.001396662891092043,	13,	0.26143721,	-0.007125831077000219,	
9017.365236997604,	0.25745711,	-0.001392221230679992,	13,	0.25745711,	-0.007103169544285673,	
9018.164836883545,	0.25345951,	-0.001364325201824118,	13,	0.25345951,	-0.006960842866449581,	
9018.964437007904,	0.24945788,	-0.001335521899620742,	13,	0.24945788,	-0.0068138872429629686,	
9019.764036893845,	0.24546698,	-0.001292546471688256,	13,	0.24546698,	-0.006594624855552326,	
